src,vmag,k,peak,n_at_peak,badfrac
31242,17.537395186397557,0,106.45794,1,0.0
29955,17.75313918526604,0,95.46193,1,0.0
10044,18.22156507501182,0,60.325436,1,0.0
15661,19.085780107837117,2,22.646645,2,0.0
31266,22.19146868562975,0,1.4912225,1,0.0
31280,21.48615106385609,0,2.4578247,1,0.0
30064,19.241049309615015,3,15.540864,1,0.0
9718,22.467573234529063,0,0.9565651,2,0.0
16361,21.124668229471567,0,3.1516738,2,0.0
16373,18.373003515392952,0,40.311527,1,0.0
5409,19.58263096081796,0,16.106728,1,0.0
16381,22.444477100868667,0,1.13167,1,0.0
6551,16.226139805639775,4,399.37585,1,0.0
9694,16.622520334337956,0,9.783459,1,0.5555555555555556
28660,22.387794992604046,0,1.1824563,1,0.0
5412,19.260680663772305,0,18.962057,1,0.0
16454,17.476528520140228,0,1.4967173,1,0.654320987654321
30151,21.37722684901643,0,2.7347891,2,0.0
30039,20.127184539417513,0,9.366881,1,0.0
16472,21.386500966601616,0,2.8879488,1,0.0
30213,17.610440761809375,0,80.82542,1,0.0
5426,19.02160114778908,1,24.114147,1,0.0
2242,19.351909168234695,0,25.910162,1,0.0
5284,20.814805307643347,0,5.295768,1,0.0
30441,20.721940339241623,0,4.7002583,1,0.0
30342,20.063666040613683,0,10.003285,1,0.0
16665,20.531455424356555,0,6.163944,1,0.0
30595,22.467558218661132,0,1.0190014,1,0.0
9860,16.903228006694512,0,202.44658,1,0.0
16691,20.547411432383594,0,6.3392653,1,0.0
16711,18.757700959803724,0,31.196262,1,0.0
1055,22.061319222381478,0,1.4565867,1,0.0
16749,21.100318455058925,4,3.893142,1,0.0
30758,21.642514309946712,0,2.5290797,1,0.0
16756,19.90664831401565,0,9.796918,1,0.0
30777,22.176624766348375,0,1.2264043,1,0.0
30711,20.864903040957692,0,4.773454,1,0.0
16040,17.82189657034496,0,87.10378,1,0.0
30906,22.426923634842066,0,1.1521084,1,0.0
30933,21.16403342511465,0,3.5262594,1,0.0
16104,20.937946208553583,0,5.456181,1,0.0
30878,21.943610271427787,0,1.9937401,1,0.0
16926,20.575159706525934,0,6.0270863,1,0.0
6613,22.216635834156833,0,1.5076587,1,0.0
5356,19.331693976182983,0,19.462305,1,0.0
16951,21.71060132219275,0,1.8909452,1,0.0
9955,16.811469367146483,0,207.48535,1,0.012345679012345678
31104,17.369318063268377,0,121.80078,1,0.0
17899,16.582266054469684,0,274.43918,1,0.0
10004,19.339337042090147,0,21.233547,1,0.0
29675,20.806230137493987,4,4.8871565,1,0.0
10009,20.863921282211606,0,4.523389,1,0.0
29810,22.403026072612473,0,0.93761414,1,0.0
5517,19.372823980354248,0,16.226791,2,0.0
31388,21.109392104095676,0,3.2727208,2,0.0
6623,16.88054709557737,0,11.682485,1,0.8395061728395061
9679,18.619510582443766,0,41.617638,1,0.0
1097,21.394354786225353,0,2.5552194,1,0.0
33377,20.617727035398744,0,5.716625,1,0.0
33118,18.07369240000017,5,61.75671,1,0.0
31550,18.447216789424218,0,50.409275,1,0.0
6857,21.927148453138994,0,1.8096693,1,0.0
33134,17.409339202036673,0,105.101654,1,0.0
5527,21.806679692056356,0,2.0950801,1,0.0
31628,19.18579861823008,0,23.6876,1,0.0
31622,19.886997555024504,0,10.586009,1,0.0
10105,20.452771844138834,0,5.637361,2,0.0
17234,19.77880683171891,0,11.908802,1,0.0
17161,18.841849771529837,0,28.248667,1,0.0
31500,16.51215124944287,0,267.1123,1,0.04938271604938271
17265,21.738996796871014,0,1.8895558,1,0.0
30242,18.418554230261975,0,41.371933,1,0.0
31806,20.254990845778224,1,8.468194,1,0.0
17345,22.184387758636042,0,1.4555821,1,0.0
6772,20.25952001895061,0,8.736906,1,0.0
31905,20.124812067040434,0,7.908784,2,0.0
31910,20.00800503480952,0,10.804272,1,0.0
16621,19.302234231071196,2,20.80248,1,0.0
6680,22.35147984098495,0,1.177781,1,0.0
31940,18.60012723470487,0,37.117176,1,0.0
10185,21.18278580493337,0,3.9608126,1,0.0
17394,21.804157079098804,0,1.6827804,1,0.0
10206,17.949331361265884,3,70.19701,1,0.0
17423,20.060732553336937,0,10.179347,1,0.0
6798,21.51326579931328,0,2.3981683,1,0.0
6683,17.344658228504894,0,11.816487,1,0.7407407407407407
1042,17.426590162229207,0,9.459465,1,0.691358024691358
17515,21.78329359434388,0,2.3772304,1,0.0
17461,18.23053631438846,0,52.638565,1,0.0
32311,20.170261671046486,1,10.893719,1,0.0
32299,18.44238251147678,0,46.670807,1,0.0
32307,19.506201932304226,0,19.065727,1,0.0
32323,20.6539098249136,0,9.60992,1,0.43209876543209874
32324,17.760181442776314,1,64.37435,1,0.0
32327,21.28676425253678,0,2.4408703,1,0.0
5602,18.34835478987203,2,47.655796,2,0.0
17730,21.44877215145566,0,2.7862008,1,0.0
32639,22.029165759501733,0,1.6177249,1,0.0
32714,20.515885617496465,2,8.466632,1,0.0
33068,21.0938686634688,0,4.610261,1,0.0
17962,20.70755291412667,0,5.669124,1,0.0
32941,22.014542536233886,0,1.6761642,1,0.0
29765,17.33989047078014,0,152.59146,1,0.0
5659,17.556272279227116,0,100.706,1,0.0
10040,20.08227280546063,0,10.455589,1,0.0
17950,20.158038423037787,0,9.762872,1,0.0
6876,19.88221700234989,0,10.18984,1,0.0
10519,21.171453426283318,0,3.869917,1,0.0
6864,22.41084914233677,0,1.2344248,1,0.0
33489,16.491481651069954,0,308.07492,1,0.0
33396,17.65878981809707,0,70.62126,2,0.0
18615,21.650286585993047,0,1.9122586,1,0.0
17214,19.504929883680333,3,19.987349,1,0.0
